Roulers	50.9499087	3.1294471	59147	Flanders
Saint-Ghislain	50.4491086	3.8183757	23004	Walloon Region
Saint-Hubert	50.0260067	5.3727272	5652	Walloon Region
Saint-Nicolas	51.1558839	4.154441	73317	Flanders
Saint-Trond	50.8157248	5.1862508	40357	Flanders
Saint-Vith	50.2788486	6.1273655	9481	Walloon Region
Seraing	50.5838832	5.4996297	63968	Walloon Region
Soignies	50.5764245	4.0706869	26536	Walloon Region
Stavelot	50.3940981	5.9304413	6919	Walloon Region
Termonde(Dendermonde)	51.0254867	4.1019931	44546	Flanders
Thuin	50.3407615	4.2873285	14611	Walloon Region
Tielt	50.940892	4.9046956	20008	Flanders
Tirlemont	50.81057	4.93622	33133	Flanders
Tongres	50.78419	5.47449	30650	Flanders
Torhout	51.06498	3.10157	20176	Flanders
Tournai	50.6056475	3.3879338	69751	Walloon Region
Turnhout	51.3216509	4.9375577	41708	Flanders
Verviers	50.5910564	5.8655951	56594	Walloon Region
Vilvorde	50.9272511	4.4257868	41097	Flanders
Virton	49.5675744	5.5335074	11670	Walloon Region
Visé	50.7371584	5.699039	17341	Walloon Region
Walcourt	50.2538574	4.4349218	18210	Walloon Region
Waregem	50.8868949	3.4231675	36822	Flanders
Waremme	50.69757	5.25553	14789	Walloon Region
Wavre	50.7158956	4.6128075	33277	Walloon Region
Wervik	50.7841386	3.0448969	18401	Flanders
Ypres	50.8492265	2.8779388	35242	Flanders
Zottegem	50.8695469	3.8107086	25420	Flanders
